,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,lowglucoseflux,highglucoseflux
3242,,r_3800,"phosphatidate (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane","phosphatidate (1-18:1, 2-16:1)[erm] <=> phosphatidate (1-18:1, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3243,,r_3801,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3244,,r_3802,"phosphatidate (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidate (1-16:1, 2-18:1)[erm] <=> phosphatidate (1-16:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3245,,r_3803,"phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidate (1-18:0, 2-18:1)[erm] <=> phosphatidate (1-18:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3246,,r_3804,"phosphatidate (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidate (1-18:1, 2-18:1)[erm] <=> phosphatidate (1-18:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3247,,r_3805,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3248,,r_3806,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3249,,r_3807,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3250,,r_3808,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3251,,r_3809,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3252,,r_3810,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3253,,r_3811,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3254,,r_3812,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3255,,r_3813,"phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-16:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-16:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3256,,r_3814,"phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-16:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-16:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3257,,r_3815,"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-18:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-16:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3258,,r_3816,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-18:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-16:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3259,,r_3817,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3260,,r_3818,"phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-16:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-18:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3261,,r_3819,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3262,,r_3820,"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane","phosphatidyl-L-serine (1-18:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-18:1)[gm]",,YIL048W or YMR162C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3263,,r_3821,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-16:0, 2-16:1)[gm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3264,,r_3822,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-16:1, 2-16:1)[gm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3265,,r_3823,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-18:0, 2-16:1)[gm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3266,,r_3824,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-18:1, 2-16:1)[gm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3267,,r_3825,"phosphatidylethanolamine (1-16:0, 2-18:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-16:0, 2-18:1)[gm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3268,,r_3826,"phosphatidylethanolamine (1-16:1, 2-18:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-16:1, 2-18:1)[gm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3269,,r_3827,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-18:0, 2-18:1)[gm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3270,,r_3828,"phosphatidylethanolamine (1-18:1, 2-18:1) transport, Golgi membrane-ER membrane","phosphatidylethanolamine (1-18:1, 2-18:1)[gm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[erm]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3271,,r_3829,"phosphatidate (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-16:0, 2-16:1)[erm] <=> phosphatidate (1-16:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3272,,r_3830,"phosphatidate (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-16:1, 2-16:1)[erm] <=> phosphatidate (1-16:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3273,,r_3831,"phosphatidate (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-18:0, 2-16:1)[erm] <=> phosphatidate (1-18:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3274,,r_3832,"phosphatidate (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-18:1, 2-16:1)[erm] <=> phosphatidate (1-18:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3275,,r_3833,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3276,,r_3834,"phosphatidate (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-16:1, 2-18:1)[erm] <=> phosphatidate (1-16:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3277,,r_3835,"phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-18:0, 2-18:1)[erm] <=> phosphatidate (1-18:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3278,,r_3836,"phosphatidate (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidate (1-18:1, 2-18:1)[erm] <=> phosphatidate (1-18:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3279,,r_3837,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3280,,r_3838,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3281,,r_3839,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3282,,r_3840,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3283,,r_3841,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3284,,r_3842,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3285,,r_3843,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3286,,r_3844,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3287,,r_3845,"phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-16:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3288,,r_3846,"phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-16:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3289,,r_3847,"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-18:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3290,,r_3848,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-18:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-16:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3291,,r_3849,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3292,,r_3850,"phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-16:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3293,,r_3851,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3294,,r_3852,"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane","phosphatidyl-L-serine (1-18:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-18:1)[vm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3295,,r_3853,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-16:0, 2-16:1)[vm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3296,,r_3854,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-16:1, 2-16:1)[vm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3297,,r_3855,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-18:0, 2-16:1)[vm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3298,,r_3856,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-18:1, 2-16:1)[vm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3299,,r_3857,"phosphatidylethanolamine (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-16:0, 2-18:1)[vm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3300,,r_3858,"phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-16:1, 2-18:1)[vm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3301,,r_3859,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-18:0, 2-18:1)[vm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3302,,r_3860,"phosphatidylethanolamine (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane","phosphatidylethanolamine (1-18:1, 2-18:1)[vm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3303,,r_3861,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3304,,r_3862,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3305,,r_3863,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3306,,r_3864,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3307,,r_3865,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3308,,r_3866,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3309,,r_3867,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3310,,r_3868,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3311,,r_3869,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3312,,r_3870,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3313,,r_3871,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3314,,r_3872,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3315,,r_3873,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3316,,r_3874,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3317,,r_3875,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3318,,r_3876,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-cell envelope","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3319,,r_3877,"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-16:0, 2-16:1)[erm] <=> phosphatidylcholine (1-16:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3320,,r_3878,"phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-16:1, 2-16:1)[erm] <=> phosphatidylcholine (1-16:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3321,,r_3879,"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-18:0, 2-16:1)[erm] <=> phosphatidylcholine (1-18:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3322,,r_3880,"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-18:1, 2-16:1)[erm] <=> phosphatidylcholine (1-18:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3323,,r_3881,"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-16:0, 2-18:1)[erm] <=> phosphatidylcholine (1-16:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3324,,r_3882,"phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-16:1, 2-18:1)[erm] <=> phosphatidylcholine (1-16:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3325,,r_3883,"phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-18:0, 2-18:1)[erm] <=> phosphatidylcholine (1-18:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3326,,r_3884,"phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidylcholine (1-18:1, 2-18:1)[erm] <=> phosphatidylcholine (1-18:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3327,,r_3885,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-16:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3328,,r_3886,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-16:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
